,screen_name,lang,followers_count,friends_count,cluster_name,cluster_country,description
3540,PiratenBerlin,de,12721,578,German-Austrian,Germany_Austria,"Wir streiten für Freiheit&Bürgerrechte der Informationsgesellschaft, gegen Überwachung,Zensur,für Transparenz& ein faires Urheberrecht."
3541,SabineBuerger,en,3136,1916,German-Austrian,Germany_Austria,"Digital Engagement Managerin @derStandardat, #UGC mit Redaktionshintergrund: #Userkommentar #Userartikel #Userblog"
3542,GeorgOstenhof,de,3865,500,German-Austrian,Germany_Austria,foreign editor @profilonline
3543,nic_ko,en,3102,765,German-Austrian,Germany_Austria,"Works @ kurier.at. Twittert hier privat. Move along, nothing to see!"
3544,JungePiraten,de,10733,526,German-Austrian,Germany_Austria,Wir lieben Feminismus und Europa. Nazis finden wir doch eher uncool. Für ein Wahlrecht ab 0! Teil der @YoungPiratesEU.
3545,WWF_Deutschland,en,148342,1335,German-Austrian,Germany_Austria,"Der Amazonasregenwald muss überleben. Setzt euch mit uns dafür ein ►►►http://t.co/HF0RTPCsrW #vivaamazonia  Tweets von: @_auroville, @melaniegoemmel und @mw238."
3546,Volksentscheid,de,6327,1354,German-Austrian,Germany_Austria,"Motor für direkte Demokratie, faires Wahlrecht & Transparenz in der Politik. Kontakt: BuVo-Sprecher @MichaelEfler Newsletter: http://t.co/ItkKgvvb1f"
3547,Isarmatrose,de,4255,1063,German-Austrian,Germany_Austria,Head of @Netzpiloten. Founding Board Member of the German Coworking Federation. The #ElbeBlogger. NOW: #cwrkngtrvl
3548,jungeliberale,de,6180,530,German-Austrian,Germany_Austria,Bundesverband der Jungen Liberalen
3549,spdbawue,de,4992,702,German-Austrian,Germany_Austria,Hier twittert die SPD Baden-Württemberg leidenschaftlich für Land und Leute. Impressum: http://t.co/HOQn0sk84J
3550,swrnewsbw,de,17725,535,German-Austrian,Germany_Austria,Aktuelle SWR-Nachrichten aus Baden-Württemberg
3551,Piratepartei,en,3108,1075,German-Austrian,Germany_Austria,Fit fir d’Zukunft. #Piraten zu Lëtzebuerg  #SozialLiberal
3552,digitalcourage,de,11801,316,German-Austrian,Germany_Austria,"Wir setzen uns für Grundrechte ein, engagiert, couragiert und mit Charme."
3553,rivva,en,13591,7362,German-Austrian,Germany_Austria,german twitter/blog news aggregator — http://t.co/lyW5bKJT9z
3554,scharlatanja,de,5461,929,German-Austrian,Germany_Austria,"journalist, Austrian public radio station @oe1 / #foia-activist / in a love-hate relationship with the Balkans / sanjam po slovensko / Das Private ist politisch"
3555,birgittaj,en,26656,4156,German-Austrian,Germany_Austria,"Poetician & member of #icelandic parliament for the Pirate Party, #Iceland, co-editor Collateral Murder, http://t.co/PJ6Le4TNGL, (r)evolution, WikiLeaks, d-cent"
3556,KlausSchwertner,de,4215,1226,German-Austrian,Germany_Austria,"ich twittere meine Meinung - nicht nur, aber auch zu Caritas-Themen."
3557,svenseele,de,18090,7201,German-Austrian,Germany_Austria,"Kieler | Ratsherr | SSW (Südschleswigscher Wählerverband) | ver.di | Views are my own, retweets are not endorsements."
3558,stefansengl,de,5553,1883,German-Austrian,Germany_Austria,stolzer Ehemann und Managing Partner der Wiener PR-Agentur The Skills Group (skills.at).
3559,FriedrichPendl,de,2475,476,German-Austrian,Germany_Austria,Twittert aus Notwehr - es gilt die Unschuldsvermutung. Professioneller Zweitaccount eines laienhaften Erstaccountsbetreibers. Rückwärtseinparker. Höflichgrüßer.
3560,piratenschlumpf,de,2051,1437,German-Austrian,Germany_Austria,"Vertrau keinem Pirat - Informier Dich! Sarkasmuswarnung, 
Retweet≠Zustimmung, Fav≠Like, 
SG_Mitglieder & SAGE Admingedöns"
3561,EdDeVere,en,2138,2353,German-Austrian,Germany_Austria,"Earl of Oxford. 
3987^12+4365^12=4472^12"
3562,DinkoFejzuli,de,3516,574,German-Austrian,Germany_Austria,"Privat: pummeliger Raufbold & Flaneur. Job: Chefredakteur medianet, Österreichs größter B2B-Zeitung. Private Tweets zu: Medien/Marketing/Werbung/Politik."
3563,digiom,en,4305,1051,German-Austrian,Germany_Austria,"Mostly human, long-term PhD candidate,  media studies, parent, German,  married, in Austria, Green on the inside."
3564,WKogler,de,10075,530,German-Austrian,Germany_Austria,http://t.co/oiECO4Kg4k
3565,sebastiankurz,en,67656,709,German-Austrian,Germany_Austria,"Minister - Europa, Integration, Äußeres - Bundesobmann Junge ÖVP // Foreign Minister of Austria (@MFA_Austria)"
3566,gebimair,de,3287,2187,German-Austrian,Germany_Austria,Grüner Landtagsabgeordneter
3567,GebMoped,de,8157,214,German-Austrian,Germany_Austria,Kabarett
3568,franzjoseph,de,3112,0,German-Austrian,Germany_Austria,
3569,tagesspiegel_de,de,101,1,German-Austrian,Germany_Austria,Das Leitmedium der Hauptstadt: Den  offiziellen Twitter-Account des Tagesspiegels aus Berlin finden Sie hier: @tagesspiegel
3570,derStandardat,de,124877,30684,German-Austrian,Germany_Austria,"Aus dem Newsroom der österreichischen Tageszeitung DER STANDARD. 
Impressum: http://t.co/3QiMz573wR"
3571,ORFBreakingNews,de,11155,1,German-Austrian,Germany_Austria,Der offizielle Nachrichten-Feed des ORF.
3572,kleinezeitung,de,12403,590,German-Austrian,Germany_Austria,"Kleine Zeitung - Offizieller Account. Sportnachrichten unter @KLZSport  Facebook: https://t.co/zDz0LVGBOY, http://t.co/TYQ9wQEchh"
3573,1LIVE,de,241929,2026,German-Austrian,Germany_Austria,"Tweets für den Sektor. Ihr findet uns auch bei http://t.co/5UIyBbDHBS, http://t.co/xTsTNbYfjS http://t.co/JwPoOKEjtz - Impressum: http://t.co/WCKkNUwGrK"
3574,philipthom,en,1638,1260,German-Austrian,Germany_Austria,"Politico, Digital Diplomat, Transatlantiker, Blogger, Social Media Expert, Foodie, Flaneur, Minister für Retweets & Hashtag Angelegenheiten, speaking for myself"
3575,GJ_Bayern,de,4057,2538,German-Austrian,Germany_Austria,jung grün stachlig kreativ laut bunt - und das überall. Sprecher*innen: @LettenEv + @frisches_gruen. Es twittert der LaVo.
3576,hanvoi,de,4764,500,German-Austrian,Germany_Austria,Journalist. @FRonline. Eigene Meinung. #RefugeesWelcome. Foto: @pjuelich.
3577,Riotbuddha,de,6507,1279,German-Austrian,Germany_Austria,Kaltlandkritiker der 5a demokratiegefährdende Tweets Winkekommissar (in Ausbildung) Avatar by @ChrDitsch
3578,katrinhilger,de,4282,3031,German-Austrian,Germany_Austria,"Kiko Hilger - Liebt Mode, Kochen und Opossums. Was mit Grundrechten. Idealist, neugierige Reisende durchs Leben. Ergo Kommunikation - privat hier Bloggt"
3579,rwolupo,de,2713,2479,German-Austrian,Germany_Austria,"Daniel Düngel MdL, im Herzen schon immer (Basis-)pirat™, Familien- und Jugendpolitischer Sprecher & Sportausschuss; Threema: A8JW6E69; selten zitierfähig"
3580,Linksdings,en,4147,1488,German-Austrian,Germany_Austria,Chefredakteur bei neues deutschland
3581,sekor,de,6139,2034,German-Austrian,Germany_Austria,Kämpfer für Freiheit und Gerechtigkeit und Vorsitzender der @Piratenpartei
3582,MediterrNewsNet,en,6253,5215,German-Austrian,Germany_Austria,"Investigative journalist fighting Evil, Scientology, Bilderberg, Obama, Merkel/Gauck, Erdoğan, Netanyahu, Assad, Salman, Rohani, Modi, Kim Jong-un"
3583,Tiefseher,de,7307,987,German-Austrian,Germany_Austria,"@Welt-Reporter, Newsritter, selbstfahrender Autor, Blogmogul, Fotoflaneur, Radikaler der Berliner Mitte, Nichtuntergangsprophet, katholischer Kapitalist, 1987er"
3584,dpwes,de,1388,679,German-Austrian,Germany_Austria,
3585,eva_lichti,en,2034,383,German-Austrian,Germany_Austria,Europarlamentarierin für Österreich und erste grüne Landesrätin in Tirol.
3586,PeterKaiserSP,en,2754,801,German-Austrian,Germany_Austria,LH & SPÖ-Vors. Kärnten
3587,Freddy2805,en,2600,1679,German-Austrian,Germany_Austria,"Master Soziologie in Frankfurt am Main, Kritik der deutschen Zustände"
3588,denkwerkstatt,en,2338,530,German-Austrian,Germany_Austria,Gender // Wissenschaft.Politik.Medien. Und ein wenig Passivsport. @anschlaege-Redakteurin.
3589,Mitkrieger,en,1230,1218,German-Austrian,Germany_Austria,"Mottos: 
Das hab' ich jetzt nicht mitgekriegt! 
Trau' keinem Twitteraccount! PIRATEN Düsseldorf, u. a. AG Öffentlichkeitsarbeit @PiratenNRW"
3590,ErikMarquardt,de,7498,3282,German-Austrian,Germany_Austria,Sprecher im Bundesvorstand der @gruene_jugend. erik.marquardt@gruene-jugend.de
3591,JanHemme,de,1452,156,German-Austrian,Germany_Austria,Politikwissenschaftler | Berater für strategische Kommunikation | Peritissimus rerum civilium | pic by @bartjez
3592,ruhrbarone,de,11376,5660,German-Austrian,Germany_Austria,Journalisten bloggen das Revier...
3593,michikoenig,en,6506,969,German-Austrian,Germany_Austria,"Politikredakteur @SZ.de /// Buchautor 111 Gründe, @Arminia Bielefeld zu lieben"
3594,HorizontNet,de,247,1,German-Austrian,Germany_Austria,
3595,WSJDeutschland,de,37952,403,German-Austrian,Germany_Austria,"3 Jahre WSJ.de. Danke sagen @flobamberg, @uniwave, @j_rehren, @ophuels, @mschlk, @olafridder, @peterhein, @ralfdrescher, @schadwi, @doener und @verasydney."
3596,agnieszka_mdb,de,3763,1176,German-Austrian,Germany_Austria,"Grün, MdB WK Ravensburg, Frieden & Sicherheit / Linksliberale Hedonistin, Idealistin & Feministin / Liebe Schottland, große Worte & schöne Dinge."
3597,manager_magazin,de,74118,3802,German-Austrian,Germany_Austria,"Alle News von manager-magazin.de über Börse, Job, Immobilien, Wirtschaft und Finanzen"
3598,JoergRupp,de,1879,471,German-Austrian,Germany_Austria,"grüner Blogger, Landesvorstand @GrueneBW, Gemeinderat in 76316 Malsch, #NoKargida (http://t.co/ZrmxsbWTOS) und seit Januar Leader Bezirk 76 der #Antifa^^"
3599,tauss,de,14765,1241,German-Austrian,Germany_Austria,"Ex-MdB, WK Karlsruhe-Land von 1990 - 2009, verurteilter Bösewicht, freier Journalist, Blogger, WOG-Vors. BaWü, aussenpol. Putin-Versteher), Foto: Sascha Litin"
3600,republica,en,46197,733,German-Austrian,Germany_Austria,"Europe's most inspiring conference on internet and society. |

2–4 May 2016 |

#rp15 #rp16"
3601,fluxusx,de,3549,1439,German-Austrian,Germany_Austria,
3602,profilonline,en,60050,921,German-Austrian,Germany_Austria,Das unabhängige Nachrichtenmagazin Österreichs. Hier twittern @philipdulle und @StephanWabl
3603,NikiScherak,de,2663,708,German-Austrian,Germany_Austria,Vorstandsmitglied bei NEOS (http://t.co/wIpHadNEWg) - Landessprecher NEOS Niederösterreich
3604,lutoma,en,1688,867,German-Austrian,Germany_Austria,"Board @jungePiraten, treasurer @YoungPiratesEU. For a united Europe & feminism. Writes code. World citizen. He. I mostly RT. i18n: en/de/(fr)/(sv)"
3605,FeriThierry,de,2775,340,German-Austrian,Germany_Austria,Bundesgeschäftsführer sowie Demokratie- und Partizipationssprecher von NEOS | http://t.co/hsAUO5EBcT
3606,zeitonline,de,844356,21,German-Austrian,Germany_Austria,"Ja, das ist unser offizieller Twitter-Account. Wenn nicht der Newsdesk (nd) twittert, finden Sie hier die handelnden Personen: http://t.co/Cah6kegJeJ"
3607,Wissing,de,4387,594,German-Austrian,Germany_Austria,Vorsitzender der FDP Rheinland-Pfalz
3608,peter_simone,de,6620,752,German-Austrian,Germany_Austria,"Bundesvorsitzende von Bündnis90/Die Grünen                           
'Nichts ist mächtiger als eine Idee, deren Zeit gekommen ist.' (Victor Hugo)"
3609,clara_herrmann,de,2118,944,German-Austrian,Germany_Austria,"MdA, Sprecherin für Haushalts-, Entwicklungspolitik und Strategien gegen Rechtsextremismus der GRÜNEN Fraktion im #AGH Berlin, Geographin"
3610,GrueneLandtagBY,de,2518,536,German-Austrian,Germany_Austria,"Für die Fraktion von Bündnis 90/Die Grünen im @Landtag_Bayern twittern Steffen Windschall, Holger Laschka und Lena Motzer"
3611,sven_giegold,de,19290,656,German-Austrian,Germany_Austria,"Sprecher der Abgeordneten von B90/Grüne im Europaparlament. Demokratie, EU-Wirtschafts- & Finanzmarktpolitik, Solidarische Ökonomie, Green New Deal, NRW-LaVo."
3612,cem_oezdemir,en,19295,650,German-Austrian,Germany_Austria,"MdB, Bundesvorsitzender, Bündnis 90/ Die Grünen"
3613,Bundestagsradar,de,2431,1375,German-Austrian,Germany_Austria,Das Blog zu politischer Kommunikation im Netz - Für das Bundestagsradar twittert der Journalist Julian Jostmeier
3614,HHMittendrin,de,7035,997,German-Austrian,Germany_Austria,Hier twittert die Mittendrin-Redaktion über aktuelle Nachrichten und Veranstaltungen in Hamburg-Mitte.
3615,wiwo,de,164482,601,German-Austrian,Germany_Austria,"Neuigkeiten, Hintergründe und Einblicke aus der Redaktion der WirtschaftsWoche. 
Impressum: http://t.co/AgeUCq0nFP"
3616,NDRnetzwelt,de,12924,1122,German-Austrian,Germany_Austria,"Was passiert im Netz, was berichtet der NDR? Erzählen wir hier und freuen uns über Hinweise. http://t.co/yZvZ4W5aIF"
3617,danielmack,de,21093,355,German-Austrian,Germany_Austria,Digital Creative by day. Creative Thinker by night. Former MP. Sport Communication.
3618,caschy,de,20276,255,German-Austrian,Germany_Austria,"Techblogger. Ein Dortmunder im Norden. Baujahr 77. Daddy von Max. Supporte den BVB, Blogger aus Leidenschaft. Privat: caschy.me"
3619,CaeVye,de,1613,1738,German-Austrian,Germany_Austria,"Twitter - turning procrastination into a spectator sport ||| Bildung, OER, Urheberfoo
Blog (alt): http://t.co/AuLA6yF8Jh |||
RL Politics: Sandra Scheck |||"
3620,frdingens,de,0,0,German-Austrian,Germany_Austria,
3621,Coachforyou,de,110279,55508,German-Austrian,Germany_Austria,"MBiker and Life Coach for: Online Marketing, Social Media, Social Networking, If you can dream it, you can do it. Impressum: http://t.co/pS0W5ivcs1"
3622,CHIP_online,de,543908,323,German-Austrian,Germany_Austria,"Offizieller Twitter-Account von Deutschlands bester Technik-News // 
Impressum: http://t.co/idHbfu7psD"
3623,heiseonline,de,185829,26,German-Austrian,Germany_Austria,News aus der IT-Welt - präsentiert von heise online +++ ausgewählte Top-News auf @heise_topnews +++ http://t.co/mSwEZhz1eq
3624,DWDL,de,67219,101,German-Austrian,Germany_Austria,"Hier twittert das Team von DWDL.de über den Redaktionsalltag, die Medien und besondere Events"
3625,NEWS,de,44615,753,German-Austrian,Germany_Austria,"Hier twittert die News Online - Redaktion  informiert, motiviert, inspiriert."
3626,KompaLaw,de,3591,97,German-Austrian,Germany_Austria,"Fachanwalt für Urheber- und Medienrecht
Impressum: Markus Kompa, Marientalstr. 58, 48149 Münster  Bild: Dorothee Rietz"
3627,moonopool,de,1616,1973,German-Austrian,Germany_Austria,"Dass die innere Sicherheit erst durch Komputereinsatz möglich wird, glauben die Mächtigen heute alle. – tuwat.txt"
3628,hdBerretz,de,2912,1290,German-Austrian,Germany_Austria,"Wer nichts versucht, dem kann nichts gelingen. 
Satire nicht ausgeschlossen!"
3629,GillyBerlin,en,8774,2937,German-Austrian,Germany_Austria,"Katzen-Nerd, Gadget-Junkie, Internet-Kurator, Offline-Introvertiert, verwirrt & kauzig. 
♥= @inzuam & @BebbieBarnie Schreibt: @GillyBlog @LGBlog @CocaCola_De"
3630,Astrid_RB,de,3287,2670,German-Austrian,Germany_Austria,"Astrid Rothe-Beinlich, BÜNDNIS 90/DIE GRÜNEN; MdL Thüringen, Parlamentarische Geschäftsführerin, Stadträtin in Erfurt"
3631,DerRotschopf,de,3550,3223,German-Austrian,Germany_Austria,GEGEN Nazis GEGEN Krieg GEGEN Sozialabbau GEGEN AKW GEGEN Lobbyismus GEGEN Stuttgart21  FÜR eine gerechte Gesellschaft!
3632,bodoramelow,de,11263,706,German-Austrian,Germany_Austria,Ministerpräsident des Freistaates Thüringen
3633,kungler,en,4694,177,German-Austrian,Germany_Austria,"Finanzanalyst, Immobilienhai und Unternehmer mit Idealen."
3634,c3o,en,3057,1183,German-Austrian,Germany_Austria,"Todo: Progress that is equitable, participatory, fair. Technology for empowerment, not the powerful. Empathize, marvel & wonder. [Job: Comms for @Senficon]"
3635,hildwin,en,3443,998,German-Austrian,Germany_Austria,"arbeitet bei @cdu | Bürger, Berliner, Blogger, Vater, Niedersachse, #herrbergmann und Sidekick"
3636,jonasscheunig,de,2238,1276,German-Austrian,Germany_Austria,"M.A.@TrierUni (Politics, Law). lefty-liberal. Passionate about EU, Public Affairs, political and economic issues Participation, data-based,
working p.t. for SPD"
3637,hofrat,de,3707,1280,German-Austrian,Germany_Austria,@hofrat von @hofratsuess | expect everything! | Austrian in Zurich | open-minded | ancient greek and roman literature | has a personal blog
3638,RealDeuterium,en,2912,966,German-Austrian,Germany_Austria,"Battle without Honor or Humanity !
Mitglied des Abgeordnetenhauses von Berlin 17. Wahlperiode. Bisexuell, אני יהודי
G. F. Brunner"
3639,transparency_de,de,8900,440,German-Austrian,Germany_Austria,Die Koalition gegen Korruption
3640,DerSPIEGEL,de,298000,182,German-Austrian,Germany_Austria,Hier gibt es Neues aus und von der Redaktion des Nachrichtenmagazins Der SPIEGEL.
3641,KonstantinKuhle,en,2143,1424,German-Austrian,Germany_Austria,Bundesvorsitzender @jungeliberale
3642,Doener,en,16456,2649,German-Austrian,Germany_Austria,Tech-Reporter bei der @welt | stephan.doerner@weltn24.de | Tweets dürfen raubmordkopiert werden | Tech-News only: @doener_tech
3643,Helge,en,9737,591,German-Austrian,Germany_Austria,"@toursprung, http://t.co/yL8X5NXZn4, @bikemap, and @laafi, teacher at @univienna. Twitter makes the word go round."
3644,NedadMemic,de,2911,1113,German-Austrian,Germany_Austria,"Editor-in-chief & linguist. Tweets in German, English, Bosnian. Opinions are my own. RTs ≠ endorsements. Born & bred in Sarajevo, Bosnia-Herzegovina. Living in"
3645,Fl0range,de,1464,191,German-Austrian,Germany_Austria,progressiv - linksliberal - orange /  Europafan - Genussmensch / Kulturoptimist - Autor - Zukunftspartei / 'Früher war alles schlechter'
3646,PP_Flaschenpost,de,3233,973,German-Austrian,Germany_Austria,"Das Nachrichtenmagazin der @Piratenpartei
Direkte Anfragen bitte unter redaktion@flaschenpost.piratenpartei.de"
3647,Medienkritik,de,3158,2040,German-Austrian,Germany_Austria,"Qualitätsmedien: alles andere als unabhängig, mehr oder weniger lobbyismus-geprägt. Seit 9/11 erfüllen sie nicht mehr ihre demokratische Aufgabe ⇒ @MehrMedien"
3648,Annette_Groth,de,2143,1890,German-Austrian,Germany_Austria,MdB | Menschenrechtspolitische Sprecherin der @linksfraktion |
3649,dominikrzepka,de,11556,999,German-Austrian,Germany_Austria,Redakteur im ZDF-Hauptstadtstudio. Nachrichten und Kommentare aus Berlin
3650,ZDF,en,675769,270,German-Austrian,Germany_Austria,Neuigkeiten rund um das ZDF | Impressum: http://t.co/TrR643dDxM
